Unnamed: 0,id,type,activity_date,activity_end_date,activity_id,activity_label,activity_start_date,consists_of,documented_by_a_realization_of,had_activity_type,had_excused_person,had_participant_person,number_of_attendees,parliamentary_term,recorded_in_a_realization_of,hasLocality,was_scheduled_in,day_of_week
0,eli/dl/event/MTG-PL-2024-01-15,Activity,2024-01-15,2024-01-15T23:00:00+01:00,MTG-PL-2024-01-15,"{'hu': '2024. január 15., hétfő', 'sv': 'Måndagen den 15 januari 2024', 'el': 'Δευτέρα 15 Ιανουαρίου 2024', 'lt': 'Pirmadienis, 2024 m. sausio 15 d.', 'fi': 'Maanantai 15. tammikuuta 2024', 'da': 'Mandag den 15. januar 2024', 'ga': 'Dé Luain, 15 Eanáir 2024', 'it': 'Lunedì 15 gennaio 2024', 'es': 'Lunes 15 de enero de 2024', 'et': 'Esmaspäev, 15. jaanuar 2024', 'ro': 'Luni, 15 ianuarie 2024', 'cs': 'Pondělí, 15. ledna 2024', 'fr': 'Lundi 15 janvier 2024', 'en': 'Monday, 15 January 2024', 'sl': 'Ponedeljek, 15. januar 2024', 'bg': 'Понеделник, 15 януари 2024', 'hr': 'ponedjeljak, 15. siječnja 2024.', 'sk': 'Pondelok, 15. januára 2024', 'lv': 'Pirmdiena, 2024. gada 15. janvāris', 'nl': 'Maandag 15 januari 2024', 'mt': ""It-Tnejn, 15 ta' Jannar 2024"", 'de': 'Montag, 15. Januar 2024', 'pt': 'Segunda-feira, 15 de Janeiro de 2024', 'pl': 'Poniedziałek, 15 stycznia 2024'}",2024-01-15T01:00:00+01:00,"['eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-14', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-22', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-CHA-2', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-2', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-6', 'eli/dl/event/MTG-PL-2024-01-15-VOT-ITM-000003', 'eli/dl/event/MTG-PL-2024-01-15-VOT-ITM-000001', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-16', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-18', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-5', 'eli/dl/event/MTG-PL-2024-01-15-VOT-ITM-000007', 'eli/dl/event/MTG-PL-2024-01-15-VOT-ITM-000006', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-13', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-12', 'eli/dl/event/MTG-PL-2024-01-15-VOT-ITM-150124', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-10', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-CHA-1', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-CHA-3', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-19', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-15', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-17', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-23', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-CHA-4', 'eli/dl/event/MTG-PL-2024-01-15-VOT-ITM-000005', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-21', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-20', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-3', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-4', 'eli/dl/event/MTG-PL-2024-01-15-VOT-ITM-000004', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-11', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-1', 'eli/dl/event/MTG-PL-2024-01-15-VOT-ITM-000002', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-7', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-9', 'eli/dl/event/MTG-PL-2024-01-15-PVCRE-ITM-8']",['eli/dl/doc/OJQ-9-2024-01-15'],def/ep-activities/PLENARY_SITTING,"['person/197683', 'person/197579', 'person/125030', 'person/197842', 'person/198183', 'person/197690', 'person/125025', 'person/197396', 'person/197422', 'person/124770', 'person/197478', 'person/5392', 'person/132366', 'person/197457', 'person/36392', 'person/96775', 'person/197788']","['person/99283', 'person/88882', 'person/124807', 'person/202073', 'person/204346', 'person/197843', 'person/197426', 'person/23868', 'person/125046', 'person/185974', 'person/197472', 'person/245018', 'person/197528', 'person/124856', 'person/204332', 'person/197623', 'person/96880', 'person/124936', 'person/192635', 'person/28297', 'person/197395', 'person/96779', 'person/197439', 'person/197544', 'person/197657', 'person/197425', 'person/197629', 'person/125067', 'person/197455', 'person/199996', 'person/197838', 'person/197441', 'person/2323', 'person/27714', 'person/229352', 'person/197771', 'person/124715', 'person/197800', 'person/197709', 'person/4289', 'person/197935', 'person/124700', 'person/193273', 'person/96808', 'person/182995', 'person/58766', 'person/125706', 'person/237465', 'person/40599', 'person/197549', 'person/205452', 'person/197564', 'person/124802', 'person/197410', 'person/2341', 'person/197641', 'person/28586', 'person/197742', 'person/197675', 'person/243912', 'person/197390', 'person/197446', 'person/112744', 'person/197889', 'person/236052', 'person/96812', 'person/136236', 'person/197773', 'person/1909', 'person/197438', 'person/197802', 'person/1927', 'person/120478', 'person/189525', 'person/197808', 'person/197677', 'person/106936', 'person/94649', 'person/124877', 'person/125004', 'person/129073', 'person/197791', 'person/197585', 'person/239256', 'person/37312', 'person/197462', 'person/239271', 'person/197695', 'person/197518', 'person/197662', 'person/125128', 'person/197571', 'person/197763', 'person/197654', 'person/124812', 'person/249443', 'person/245858', 'person/197475', 'person/124992', 'person/124701', 'person/28353', 'person/204335', 'person/197577', 'person/197461', 'person/204418', 'person/197687', 'person/197398', 'person/198329', 'person/125023', 'person/197480', 'person/197536', 'person/124833', 'person/28400', 'person/190713', 'person/197467', 'person/191693', 'person/197458', 'person/236050', 'person/96668', 'person/197606', 'person/251324', 'person/124835', 'person/96772', 'person/209896', 'person/101039', 'person/250918', 'person/197520', 'person/96991', 'person/96756', 'person/197482', 'person/197538', 'person/96653', 'person/197556', 'person/124693', 'person/197402', 'person/197828', 'person/24505', 'person/197503', 'person/204443', 'person/197621', 'person/197734', 'person/28347', 'person/185341', 'person/96681', 'person/197572', 'person/197488', 'person/124850', 'person/197781', 'person/197408', 'person/197608', 'person/197423', 'person/189065', 'person/124692', 'person/125043', 'person/187917', 'person/197502', 'person/250538', 'person/86793', 'person/218347', 'person/124713', 'person/197780', 'person/249603', 'person/228604', 'person/197541', 'person/247709', 'person/124777', 'person/197651', 'person/197794', 'person/96932', 'person/197459', 'person/197626', 'person/125068', 'person/124884', 'person/197786', 'person/197574', 'person/197618', 'person/5729', 'person/197566', 'person/28288', 'person/197646', 'person/197430', 'person/202352', 'person/125109', 'person/124704', 'person/28219', 'person/124784', 'person/24942', 'person/197444', 'person/72779', 'person/28399', 'person/197392', 'person/96810', 'person/28224', 'person/124973', 'person/197754', 'person/197414', 'person/118859', 'person/197645', 'person/125012', 'person/135511', 'person/197728', 'person/197584', 'person/239255', 'person/197679', 'person/112748', 'person/197443', 'person/249826', 'person/197510', 'person/197777', 'person/238639', 'person/250235', 'person/197648', 'person/38420', 'person/247737', 'person/197587', 'person/208722', 'person/197731', 'person/124734', 'person/197512', 'person/197682', 'person/28226', 'person/198176', 'person/4246', 'person/197638', 'person/197589', 'person/197817', 'person/197586', 'person/209091', 'person/197699', 'person/188945', 'person/128483', 'person/197663', 'person/237320', 'person/197767', 'person/96801', 'person/28294', 'person/229839', 'person/197822', 'person/197764', 'person/124705', 'person/96830', 'person/124785', 'person/197835', 'person/197495', 'person/197766', 'person/183338', 'person/197415', 'person/124837', 'person/214839', 'person/198096', 'person/190519', 'person/197530', 'person/228286', 'person/197827', 'person/28429', 'person/125038', 'person/197464', 'person/124771', 'person/197631', 'person/197525', 'person/4267', 'person/197591', 'person/197522', 'person/38511', 'person/4344', 'person/197778', 'person/197769', 'person/197607', 'person/197400', 'person/190518', 'person/221463', 'person/125042', 'person/96787', 'person/197391', 'person/197497', 'person/125237', 'person/197417', 'person/197435', 'person/197540', 'person/124821', 'person/197829', 'person/204334', 'person/197500', 'person/123562', 'person/125045', 'person/125063', 'person/112747', 'person/96791', 'person/197451', 'person/197527', 'person/96998', 'person/197489', 'person/23699', 'person/197610', 'person/35016', 'person/197848', 'person/197427', 'person/197543', 'person/99945', 'person/197863', 'person/2054', 'person/28619', 'person/124866', 'person/125104', 'person/96934', 'person/58789', 'person/197628', 'person/197519', 'person/124934', 'person/124586', 'person/96820', 'person/197545', 'person/124710', 'person/197718', 'person/197542', 'person/197655', 'person/112611', 'person/197798', 'person/197505', 'person/204336', 'person/96933', 'person/183793', 'person/197627', 'person/96725', 'person/125065', 'person/197720', 'person/28340', 'person/197578', 'person/204419', 'person/22858', 'person/197671', 'person/98582', 'person/28390', 'person/125214', 'person/197412', 'person/197537', 'person/197756', 'person/243979', 'person/197429', 'person/197868', 'person/197563', 'person/197647', 'person/125001', 'person/197870', 'person/124799', 'person/124766', 'person/197722', 'person/125106', 'person/197448', 'person/197804', 'person/218349', 'person/197445', 'person/124873', 'person/124822', 'person/130256', 'person/197743', 'person/28161', 'person/197740', 'person/197691', 'person/197514', 'person/124872', 'person/124806', 'person/197432', 'person/127096', 'person/197557', 'person/96761', 'person/197539', 'person/197650', 'person/124891', 'person/198490', 'person/239258', 'person/96899', 'person/197717', 'person/197697', 'person/24594', 'person/197806', 'person/96646', 'person/124738', 'person/197668', 'person/197573', 'person/124735', 'person/124722', 'person/197394', 'person/5565', 'person/204400', 'person/1917', 'person/239257', 'person/197463', 'person/197770', 'person/197795', 'person/197550', 'person/209140', 'person/124834', 'person/124929', 'person/125021', 'person/124996', 'person/197534', 'person/96837', 'person/114268', 'person/197468', 'person/197635', 'person/197465', 'person/197470', 'person/204421', 'person/197526', 'person/197670', 'person/96829', 'person/23816', 'person/197824', 'person/236051', 'person/183916', 'person/124988', 'person/96868', 'person/197772', 'person/213330', 'person/197404', 'person/197401', 'person/197840', 'person/129164', 'person/122978', 'person/237224', 'person/124760', 'person/204420', 'person/101585', 'person/249284', 'person/197483', 'person/96776', 'person/23768', 'person/39725', 'person/197403', 'person/197504', 'person/125064', 'person/230085', 'person/192634', 'person/197513', 'person/29579', 'person/88715', 'person/197782', 'person/204733', 'person/23781', 'person/124712', 'person/197406', 'person/197849', 'person/1892', 'person/96852', 'person/96709', 'person/28266', 'person/28372', 'person/197421', 'person/197507', 'person/23712', 'person/197818', 'person/197576', 'person/96780', 'person/197440', 'person/34578', 'person/96711', 'person/185619', 'person/197785', 'person/124714', 'person/244571', 'person/28122', 'person/197546', 'person/125093', 'person/124696', 'person/239972', 'person/197490', 'person/197506', 'person/96952', 'person/239262', 'person/197836', 'person/96713', 'person/197580', 'person/197787', 'person/197496', 'person/197784', 'person/197616', 'person/197416', 'person/132191', 'person/197567', 'person/185771', 'person/202036', 'person/96936', 'person/197531', 'person/33997', 'person/204449', 'person/197632', 'person/206158', 'person/96922', 'person/197805', 'person/96891', 'person/4560', 'person/96811', 'person/124861', 'person/124808', 'person/197559', 'person/124708', 'person/197634', 'person/237779', 'person/124985', 'person/197473', 'person/197711', 'person/28346', 'person/124747', 'person/197582', 'person/197498', 'person/28150', 'person/197418', 'person/95074', 'person/130833', 'person/197436', 'person/197649', 'person/226260', 'person/1992', 'person/197819', 'person/197588', 'person/251268', 'person/197452', 'person/124781', 'person/125670', 'person/197665', 'person/124875', 'person/247735', 'person/197831', 'person/124739', 'person/124726', 'person/197491', 'person/197680', 'person/197611', 'person/212855', 'person/124867', 'person/197596', 'person/96734', 'person/197460', 'person/118949', 'person/197516', 'person/124844', 'person/229519', 'person/96750', 'person/197765', 'person/197719', 'person/28269', 'person/197532', 'person/197799', 'person/126644', 'person/202351', 'person/96885', 'person/197672', 'person/124862', 'person/197826', 'person/236053', 'person/197493', 'person/28223', 'person/124831', 'person/197413', 'person/124709', 'person/97236', 'person/197523', 'person/197825', 'person/197839', 'person/234344', 'person/197619', 'person/197419', 'person/96752', 'person/97058', 'person/197701', 'person/197405', 'person/197552', 'person/197844', 'person/197841', 'person/190464', 'person/197529', 'person/124887', 'person/28615', 'person/197792', 'person/197595', 'person/197624', 'person/197692', 'person/197515', 'person/97968', 'person/4746']",581.0,org/ep-9,"['eli/dl/doc/PV-9-2024-01-15-ATT', 'eli/dl/doc/PV-9-2024-01-15-RCV', 'eli/dl/doc/PV-9-2024-01-15', 'eli/dl/doc/CRE-9-2024-01-15', 'eli/dl/doc/PV-9-2024-01-15-VOT']",http://publications.europa.eu/resource/authority/place/FRA_SXB,,Monday
1,eli/dl/event/MTG-PL-2024-01-16,Activity,2024-01-16,2024-01-16T23:00:00+01:00,MTG-PL-2024-01-16,"{'da': 'Tirsdag den 16. januar 2024', 'mt': ""It-Tlieta, 16 ta' Jannar 2024"", 'ga': 'Dé Máirt, 16 Eanáir 2024', 'hu': '2024. január 16., kedd', 'sk': 'Utorok, 16. januára 2024', 'es': 'Martes 16 de enero de 2024', 'de': 'Dienstag, 16. Januar 2024', 'it': 'Martedì 16 gennaio 2024', 'lv': 'Otrdiena, 2024. gada 16. janvāris', 'fr': 'Mardi 16 janvier 2024', 'ro': 'Marţi, 16 ianuarie 2024', 'cs': 'Úterý, 16. ledna 2024', 'en': 'Tuesday, 16 January 2024', 'pt': 'Terça-feira, 16 de Janeiro de 2024', 'hr': 'utorak, 16. siječnja 2024.', 'et': 'Teisipäev, 16. jaanuar 2024', 'bg': 'Втoрник, 16 януари 2024', 'sl': 'Torek, 16. januar 2024', 'el': 'Τρίτη 16 Ιανουαρίου 2024', 'lt': 'Antradienis, 2024 m. sausio 16 d.', 'pl': 'Wtorek, 16 stycznia 2024', 'nl': 'Dinsdag 16 januari 2024', 'fi': 'Tiistai 16. tammikuuta 2024', 'sv': 'Tisdagen den 16 januari 2024'}",2024-01-16T01:00:00+01:00,"['eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-11', 'eli/dl/event/MTG-PL-2024-01-16-VOT-ITM-939925', 'eli/dl/event/MTG-PL-2024-01-16-VOT-ITM-939908', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-4', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-20', 'eli/dl/event/MTG-PL-2024-01-16-VOT-ITM-939947', 'eli/dl/event/MTG-PL-2024-01-16-VOT-ITM-939920', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-CHA-8', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-CHA-4', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-CHA-7', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-10', 'eli/dl/event/MTG-PL-2024-01-16-VOT-ITM-939932', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-17', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-CHA-3', 'eli/dl/event/MTG-PL-2024-01-16-VOT-ITM-939928', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-13', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-CHA-2', 'eli/dl/event/MTG-PL-2024-01-16-VOT-ITM-939927', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-6', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-16', 'eli/dl/event/MTG-PL-2024-01-16-VOT-ITM-939946', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-2', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-12', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-5', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-22', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-19', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-1', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-8', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-24', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-CHA-1', 'eli/dl/event/MTG-PL-2024-01-16-VOT-ITM-939922', 'eli/dl/event/MTG-PL-2024-01-16-VOT-ITM-939903', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-21', 'eli/dl/event/MTG-PL-2024-01-16-VOT-ITM-939939', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-CHA-9', 'eli/dl/event/MTG-PL-2024-01-16-VOT-ITM-939938', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-CHA-5', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-23', 'eli/dl/event/MTG-PL-2024-01-16-VOT-ITM-939937', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-18', 'eli/dl/event/MTG-PL-2024-01-16-VOT-ITM-939918', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-14', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-7', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-3', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-CHA-6', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-9', 'eli/dl/event/MTG-PL-2024-01-16-VOT-ITM-939910', 'eli/dl/event/MTG-PL-2024-01-16-VOT-ITM-939916', 'eli/dl/event/MTG-PL-2024-01-16-PVCRE-ITM-15']",['eli/dl/doc/OJQ-9-2024-01-16'],def/ep-activities/PLENARY_SITTING,"['person/36392', 'person/125030', 'person/197478', 'person/125025', 'person/5392', 'person/197457', 'person/197690', 'person/124770', 'person/197683', 'person/132366', 'person/197788', 'person/197396', 'person/197842', 'person/197579', 'person/197422', 'person/96775', 'person/198183']","['person/125214', 'person/197754', 'person/96752', 'person/197552', 'person/96933', 'person/197627', 'person/96711', 'person/197826', 'person/124873', 'person/236053', 'person/98582', 'person/28223', 'person/250235', 'person/197429', 'person/125093', 'person/101039', 'person/124822', 'person/204346', 'person/197648', 'person/124709', 'person/130256', 'person/197722', 'person/239262', 'person/96880', 'person/197520', 'person/197512', 'person/96991', 'person/197496', 'person/197419', 'person/198329', 'person/197701', 'person/96761', 'person/197844', 'person/24505', 'person/28400', 'person/197589', 'person/197529', 'person/197632', 'person/197697', 'person/197447', 'person/197624', 'person/197699', 'person/237320', 'person/97968', 'person/124850', 'person/99283', 'person/197539', 'person/197557', 'person/197434', 'person/197426', 'person/4289', 'person/24922', 'person/193292', 'person/193273', 'person/96808', 'person/197835', 'person/124936', 'person/28150', 'person/197615', 'person/197780', 'person/197770', 'person/197657', 'person/226260', 'person/124777', 'person/239257', 'person/125067', 'person/197550', 'person/197588', 'person/251268', 'person/197452', 'person/197665', 'person/96681', 'person/130100', 'person/197769', 'person/197800', 'person/124867', 'person/840', 'person/28219', 'person/118949', 'person/124784', 'person/125706', 'person/237465', 'person/197494', 'person/197417', 'person/197435', 'person/28141', 'person/118859', 'person/197840', 'person/28586', 'person/125068', 'person/197585', 'person/197527', 'person/243912', 'person/197443', 'person/96998', 'person/23816', 'person/197672', 'person/197662', 'person/4253', 'person/197695', 'person/125128', 'person/197618', 'person/96776', 'person/1927', 'person/213330', 'person/197553', 'person/197475', 'person/124992', 'person/204333', 'person/204335', 'person/204420', 'person/72779', 'person/124934', 'person/197398', 'person/204733', 'person/28224', 'person/197545', 'person/124712', 'person/198176', 'person/197653', 'person/197403', 'person/4246', 'person/240478', 'person/197798', 'person/197505', 'person/197841', 'person/197728', 'person/239255', 'person/125065', 'person/197595', 'person/197586', 'person/197576', 'person/197578', 'person/197518', 'person/197513', 'person/197440', 'person/22858', 'person/34578', 'person/29579', 'person/197663', 'person/197868', 'person/28266', 'person/250918', 'person/96830', 'person/96952', 'person/124856', 'person/28297', 'person/125023', 'person/197480', 'person/197544', 'person/197482', 'person/197536', 'person/197546', 'person/197431', 'person/96653', 'person/131580', 'person/239972', 'person/197828', 'person/197490', 'person/197506', 'person/197743', 'person/197836', 'person/96713', 'person/131507', 'person/197441', 'person/23788', 'person/197616', 'person/197606', 'person/197658', 'person/197771', 'person/197608', 'person/124806', 'person/127096', 'person/198490', 'person/190518', 'person/221463', 'person/197551', 'person/187917', 'person/96899', 'person/197473', 'person/206158', 'person/96922', 'person/96646', 'person/86793', 'person/134605', 'person/197541', 'person/1992', 'person/124693', 'person/197651', 'person/197827', 'person/124708', 'person/197794', 'person/197829', 'person/197634', 'person/197819', 'person/124821', 'person/197503', 'person/197742', 'person/204443', 'person/124771', 'person/197734', 'person/197711', 'person/197591', 'person/96903', 'person/197574', 'person/96867', 'person/197418', 'person/197436', 'person/197408', 'person/197607', 'person/197649', 'person/212855', 'person/189065', 'person/120478', 'person/189525', 'person/28619', 'person/125042', 'person/250538', 'person/124844', 'person/124726', 'person/124586', 'person/218347', 'person/197702', 'person/204413', 'person/96750', 'person/125021', 'person/197542', 'person/197532', 'person/112611', 'person/96837', 'person/126644', 'person/197468', 'person/197459', 'person/204334', 'person/204336', 'person/96791', 'person/198063', 'person/197824', 'person/236051', 'person/124862', 'person/28390', 'person/5729', 'person/197654', 'person/197427', 'person/124812', 'person/197646', 'person/96698', 'person/197799', 'person/129164', 'person/124799', 'person/124766', 'person/239260', 'person/197577', 'person/197519', 'person/28399', 'person/197392', 'person/197687', 'person/249284', 'person/97058', 'person/125012', 'person/197467', 'person/124691', 'person/197792', 'person/197679', 'person/197817', 'person/112748', 'person/197740', 'person/236050', 'person/28294', 'person/197825', 'person/124872', 'person/88715', 'person/4746', 'person/23781', 'person/197537', 'person/197432', 'person/243979', 'person/197406', 'person/197647', 'person/23868', 'person/38420', 'person/208722', 'person/124722', 'person/124714', 'person/28122', 'person/124807', 'person/202073', 'person/197843', 'person/197530', 'person/185974', 'person/197464', 'person/197455', 'person/197528', 'person/197621', 'person/204332', 'person/199996', 'person/209091', 'person/197623', 'person/4267', 'person/188945', 'person/185341', 'person/197787', 'person/197767', 'person/4344', 'person/27714', 'person/197822', 'person/96779', 'person/197567', 'person/197423', 'person/197652', 'person/96936', 'person/197425', 'person/197709', 'person/124705', 'person/197795', 'person/197717', 'person/24594', 'person/4560', 'person/40599', 'person/197497', 'person/96811', 'person/124713', 'person/197415', 'person/124715', 'person/228604', 'person/249603', 'person/124837', 'person/204400', 'person/214839', 'person/198096', 'person/1917', 'person/114268', 'person/123562', 'person/197935', 'person/197465', 'person/197525', 'person/28346', 'person/197675', 'person/197670', 'person/124747', 'person/112744', 'person/197786', 'person/197778', 'person/136236', 'person/35016', 'person/1909', 'person/197566', 'person/197533', 'person/125005', 'person/197558', 'person/197430', 'person/125109', 'person/233862', 'person/197808', 'person/106936', 'person/125670', 'person/124877', 'person/197831', 'person/236052', 'person/101585', 'person/96810', 'person/124973', 'person/197483', 'person/96812', 'person/124710', 'person/23768', 'person/197718', 'person/197611', 'person/39725', 'person/124828', 'person/190774', 'person/135511', 'person/96734', 'person/125045', 'person/125063', 'person/94649', 'person/197584', 'person/197470', 'person/197462', 'person/197516', 'person/197526', 'person/197393', 'person/96829', 'person/249285', 'person/197763', 'person/197765', 'person/197848', 'person/28269', 'person/1892', 'person/197563', 'person/96852', 'person/2054', 'person/33982', 'person/28372', 'person/202351', 'person/197421', 'person/96934', 'person/124701', 'person/197628', 'person/125106', 'person/247737', 'person/197818', 'person/37312', 'person/124846', 'person/237224', 'person/197731', 'person/124760', 'person/218349', 'person/204418', 'person/185619', 'person/197413', 'person/124833', 'person/124696', 'person/249443', 'person/245858', 'person/197504', 'person/190713', 'person/96725', 'person/125064', 'person/230085', 'person/197581', 'person/197523', 'person/197691', 'person/197784', 'person/197764', 'person/197756', 'person/96772', 'person/197849', 'person/125001', 'person/197531', 'person/197458', 'person/197448', 'person/197804', 'person/197806', 'person/96780', 'person/197394', 'person/124861', 'person/250237', 'person/5565', 'person/197501', 'person/197580', 'person/197582', 'person/197572', 'person/197522', 'person/197514', 'person/197488', 'person/197498', 'person/197439', 'person/197416', 'person/197781', 'person/124891', 'person/239258', 'person/28347', 'person/197694', 'person/197805', 'person/124738', 'person/247735', 'person/197668', 'person/197779', 'person/125237', 'person/204416', 'person/229352', 'person/197540', 'person/197559', 'person/124996', 'person/124692', 'person/197500', 'person/197502', 'person/197721', 'person/124884', 'person/197489', 'person/197549', 'person/229519', 'person/197610', 'person/130833', 'person/197719', 'person/197772', 'person/124802', 'person/99945', 'person/197863', 'person/96885', 'person/24942', 'person/197444', 'person/96826', 'person/197390', 'person/197446', 'person/124739', 'person/124929', 'person/197802', 'person/28288', 'person/125020', 'person/202352', 'person/197635', 'person/124704', 'person/197677', 'person/197720', 'person/204421', 'person/204419', 'person/249826', 'person/234344', 'person/197510', 'person/96868', 'person/238639', 'person/197412', 'person/197414', 'person/197404', 'person/197645', 'person/96709', 'person/197870', 'person/23712', 'person/28615', 'person/124887', 'person/239256', 'person/197587', 'person/122978', 'person/197445', 'person/124734', 'person/197692', 'person/197682', 'person/247122', 'person/197777', 'person/238674', 'person/96833', 'person/197472', 'person/245018', 'person/28353', 'person/28161', 'person/192634', 'person/229839', 'person/197395', 'person/28226', 'person/197547', 'person/239973', 'person/199941', 'person/197405', 'person/185771', 'person/197638', 'person/202036', 'person/197650', 'person/197507', 'person/33997', 'person/190464', 'person/191693', 'person/204449', 'person/197738', 'person/124785', 'person/128483', 'person/96891', 'person/197573', 'person/197515', 'person/124735', 'person/96668', 'person/244571', 'person/251324', 'person/88882', 'person/124835', 'person/190519', 'person/125046', 'person/237779', 'person/28429', 'person/125038', 'person/124985', 'person/197463', 'person/197631', 'person/124700', 'person/58766', 'person/192635', 'person/197766', 'person/183338', 'person/96756', 'person/197564', 'person/132191', 'person/197538', 'person/197556', 'person/197410', 'person/197400', 'person/197402', 'person/197641', 'person/228286', 'person/197629', 'person/96787', 'person/197838', 'person/124875', 'person/38511', 'person/209140', 'person/197680', 'person/197773', 'person/124834', 'person/124808', 'person/125043', 'person/197596', 'person/197460', 'person/197451', 'person/197391', 'person/182995', 'person/251249', 'person/183916', 'person/124988', 'person/205452', 'person/23699', 'person/95074', 'person/96747', 'person/197543', 'person/247709', 'person/125004', 'person/2341', 'person/197401', 'person/129073', 'person/96932', 'person/197636', 'person/197626', 'person/125104', 'person/197791', 'person/124866', 'person/58789', 'person/112747', 'person/124781', 'person/239271', 'person/197889', 'person/197571', 'person/197491', 'person/96820', 'person/197511', 'person/197493', 'person/197438', 'person/124831', 'person/183793', 'person/97236', 'person/38398', 'person/197461', 'person/28340', 'person/197671', 'person/107212', 'person/197782', 'person/197839', 'person/197619']",636.0,org/ep-9,"['eli/dl/doc/PV-9-2024-01-16-ATT', 'eli/dl/doc/CRE-9-2024-01-16', 'eli/dl/doc/PV-9-2024-01-16', 'eli/dl/doc/PV-9-2024-01-16-VOT', 'eli/dl/doc/PV-9-2024-01-16-RCV']",http://publications.europa.eu/resource/authority/place/FRA_SXB,,Tuesday
